Dataset: cifar100
100%|███████████████████████████████████████████████████████████████████| 169M/169M [00:03<00:00, 48.6MB/s]
Setting up Decoupled Contrastive Learning
Setting up Negatives-only Supervised Contrastive Learning
Setting up Supervised Contrastive Learning
[GPU 0] Training epoch 0...
  4%|██▉                                                                    | 2/48 [00:05<02:00,  2.62s/it]/home/priyadarsimishra/understanding_ssl_v2/utils/optimizer.py:142: UserWarning: This overload of add_ is deprecated:
CKA (Linear Kernel) between DCL and SCL features: 0.0022

--- CKA Computation Complete ---
[GPU 0] Training epoch 121...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 122...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 123...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 124...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 125...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 126...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 127...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 128...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 129...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 130...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.6087563633918762
NSCL Loss per epoch: 1.5255188097556431
SCL Loss per epoch: 4.785040706396103

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.24it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.32it/s]
Evaluation accuracies: [0.45719999074935913]
CDNV: 2.2554404735565186, Dir-CDNV: 0.09184379875659943
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.20it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.21it/s]
Evaluation accuracies: [0.4885999858379364]
CDNV: 1.883406400680542, Dir-CDNV: 0.09273593127727509
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.17it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.05it/s]
Evaluation accuracies: [0.6753000020980835]
CDNV: 1.2498652935028076, Dir-CDNV: 0.1190272867679596

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 188.40it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 193.32it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0100 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 191.51it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0023 with p-value: 2.4516e-59

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0047
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0023

--- CKA Computation Complete ---
[GPU 0] Training epoch 131...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.25s/it]
[GPU 0] Training epoch 132...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 133...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 134...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 135...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 136...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 137...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 138...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 139...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 140...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.581858642399311
NSCL Loss per epoch: 1.5044346277912457
SCL Loss per epoch: 4.746122936407725

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.42it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.12it/s]
Evaluation accuracies: [0.4599999785423279]
CDNV: 2.167066812515259, Dir-CDNV: 0.09021356701850891
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.30it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.22it/s]
Evaluation accuracies: [0.49949997663497925]
CDNV: 1.8196909427642822, Dir-CDNV: 0.09011777490377426
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.20it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.20it/s]
Evaluation accuracies: [0.6873999834060669]
CDNV: 1.2272158861160278, Dir-CDNV: 0.11552900820970535

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 179.44it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 185.78it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0124 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 192.77it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0036 with p-value: 5.0481e-140

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0047
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0016

--- CKA Computation Complete ---
[GPU 0] Training epoch 141...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 142...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 143...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 144...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 145...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 146...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 147...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 148...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 149...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 150...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.5644320075710614
NSCL Loss per epoch: 1.4835462272167206
SCL Loss per epoch: 4.713709493478139

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.17it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.22it/s]
Evaluation accuracies: [0.459199994802475]
CDNV: 2.1887667179107666, Dir-CDNV: 0.0891985073685646
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.19it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.13it/s]
Evaluation accuracies: [0.5001999735832214]
CDNV: 1.8080437183380127, Dir-CDNV: 0.09083946794271469
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.18it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:02<00:00,  4.82it/s]
Evaluation accuracies: [0.6929000020027161]
CDNV: 1.2415493726730347, Dir-CDNV: 0.11631309986114502

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 188.82it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 193.11it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0052 with p-value: 1.1499e-293
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 192.39it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0030 with p-value: 3.3456e-98

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0047
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0017

--- CKA Computation Complete ---
[GPU 0] Training epoch 151...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 152...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 153...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 154...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 155...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 156...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 157...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 158...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 159...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 160...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.5359279339512188
NSCL Loss per epoch: 1.4541311785578728
SCL Loss per epoch: 4.637686451276143

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.44it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.27it/s]
Evaluation accuracies: [0.46230000257492065]
CDNV: 2.155219793319702, Dir-CDNV: 0.08781580626964569
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.24it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.15it/s]
Evaluation accuracies: [0.5047999620437622]
CDNV: 1.8014189004898071, Dir-CDNV: 0.09152460098266602
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.13it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.06it/s]
Evaluation accuracies: [0.6938999891281128]
CDNV: 1.2489111423492432, Dir-CDNV: 0.11396785825490952

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 180.80it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 184.75it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0053 with p-value: 1.5551e-311
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 179.15it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0051 with p-value: 3.1204e-280

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0049
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0018

--- CKA Computation Complete ---
[GPU 0] Training epoch 161...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 162...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 163...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 164...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 165...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 166...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 167...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 168...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 169...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 170...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.5233893319964409
NSCL Loss per epoch: 1.4387638568878174
SCL Loss per epoch: 4.574331601460774

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.33it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:02<00:00,  4.84it/s]
Evaluation accuracies: [0.4745999872684479]
CDNV: 2.125023603439331, Dir-CDNV: 0.08618846535682678
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.20it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.11it/s]
Evaluation accuracies: [0.5166000127792358]
CDNV: 1.7084298133850098, Dir-CDNV: 0.09160017967224121
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.13it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.16it/s]
Evaluation accuracies: [0.6970999836921692]
CDNV: 1.240923285484314, Dir-CDNV: 0.12148311734199524

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 181.32it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 185.30it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0102 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 182.96it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0024 with p-value: 1.0216e-65

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0050
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0018

--- CKA Computation Complete ---
[GPU 0] Training epoch 171...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 172...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 173...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 174...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 175...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 176...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 177...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 178...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 179...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 180...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.5018379986286163
NSCL Loss per epoch: 1.4219289024670918
SCL Loss per epoch: 4.551520099242528

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.16it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.20it/s]
Evaluation accuracies: [0.48009997606277466]
CDNV: 2.113483428955078, Dir-CDNV: 0.08594798296689987
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.31it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.15it/s]
Evaluation accuracies: [0.5209000110626221]
CDNV: 1.6851097345352173, Dir-CDNV: 0.09069687128067017
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.19it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:02<00:00,  4.98it/s]
Evaluation accuracies: [0.6995999813079834]
CDNV: 1.2293503284454346, Dir-CDNV: 0.12025755643844604

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 175.07it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 183.18it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0091 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 182.14it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0032 with p-value: 1.1657e-113

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0051
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0019

--- CKA Computation Complete ---
[GPU 0] Training epoch 181...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 182...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 183...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 184...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 185...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 186...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 187...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 188...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 189...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 190...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.4848262692491214
NSCL Loss per epoch: 1.4023606802026432
SCL Loss per epoch: 4.516332825024922

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:02<00:00,  4.78it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:02<00:00,  4.75it/s]
Evaluation accuracies: [0.4822999835014343]
CDNV: 2.0374562740325928, Dir-CDNV: 0.08562443405389786
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.27it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.16it/s]
Evaluation accuracies: [0.526699960231781]
CDNV: 1.6653741598129272, Dir-CDNV: 0.08747673779726028
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.22it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.18it/s]
Evaluation accuracies: [0.6996999979019165]
CDNV: 1.2318052053451538, Dir-CDNV: 0.11848560720682144

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 177.40it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 185.38it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0099 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 183.73it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0018 with p-value: 5.1691e-39

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0050
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0016

--- CKA Computation Complete ---
[GPU 0] Training epoch 191...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 192...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 193...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 194...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 195...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 196...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 197...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 198...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 199...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 200...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
Saved dcl model to checkpoints/cifar100_parallel//dcl/snapshot_200.pth at epoch 200
Saved nscl model to checkpoints/cifar100_parallel//nscl/snapshot_200.pth at epoch 200
Saved scl model to checkpoints/cifar100_parallel//scl/snapshot_200.pth at epoch 200
Saved all models at epoch 200
DCL Loss per epoch: 1.4721328765153885
NSCL Loss per epoch: 1.395386333266894
SCL Loss per epoch: 4.474290857712428

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.36it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.23it/s]
Evaluation accuracies: [0.48240000009536743]
CDNV: 2.1372902393341064, Dir-CDNV: 0.08590490370988846
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.30it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.15it/s]
Evaluation accuracies: [0.5295999646186829]
CDNV: 1.6676909923553467, Dir-CDNV: 0.08900018781423569
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.25it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.00it/s]
Evaluation accuracies: [0.6978999972343445]
CDNV: 1.238851547241211, Dir-CDNV: 0.12265584617853165

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 180.62it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 184.46it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0110 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 184.92it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0009 with p-value: 1.3902e-10

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0053
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0017

--- CKA Computation Complete ---
[GPU 0] Training epoch 201...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 202...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 203...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 204...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 205...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 206...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 207...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 208...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 209...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 210...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.454332485795021
